title,ingredients,directions,NER
Whip Cream Salad,"[""2 sliced bananas"", ""1 small bunch seedless grapes"", ""1 small can crushed pineapple, drained"", ""1/2 bag miniature marshmallows"", ""1 large container Cool Whip""]","[""Mix all ingredients in large bowl.""]","[""bananas"", ""grapes"", ""pineapple"", ""marshmallows""]"
Easy Sherbet,"[""4 c. milk"", ""1 c. sugar"", ""1 pkg. unsweetened Kool-Aid""]","[""Mix milk, sugar and Kool-Aid in a bowl."", ""Place in freezer for 4 hours or until partially frozen."", ""Beat with electric mixer quickly until large particles are fine."", ""Return to freezer."", ""Ready to serve in about 1 hour."", ""Should not be frozen too firmly for best consistency."", ""Serves 6 to 8.""]","[""milk"", ""sugar""]"
Cranberry Relish,"[""2 pkg. cranberries"", ""3 large apples"", ""3 large oranges"", ""2 c. sugar""]","[""Wash and dry fruits."", ""Put fruits into food processor and process."", ""Add sugar."", ""Process to mix well."", ""Put in large Tupperware bowl."", ""Refrigerate at least 24 hours.""]","[""cranberries"", ""apples"", ""oranges"", ""sugar""]"
Punch,"[""1 (48 oz.) can pineapple juice"", ""1 (48 oz.) can orange juice"", ""1 (48 oz.) can apple juice"", ""2 c. sugar"", ""Kool-Aid""]","[""Mix juices."", ""Add sugar."", ""Add enough Kool-Aid to color the color you like.""]","[""pineapple juice"", ""orange juice"", ""apple juice"", ""sugar""]"
Aunt Clorena'S Date Loaf Candy(From The Files Of Clorena Williams Griffith)  ,"[""4 c. sugar"", ""1 c. milk"", ""1 lb. chopped dates"", ""1 c. chopped pecans""]","[""Combine sugar and milk; cook until it forms a soft ball when dropped in cold water."", ""Add chopped dates and cook 5 minutes more. Beat until it begins to thicken."", ""Add 1 cup chopped pecans."", ""Pour onto buttered platter and cool and cut.""]","[""sugar"", ""milk"", ""dates"", ""pecans""]"
Caramel Dip For Fruit,"[""can(s) Eagle Brand sweetened condensed milk"", ""fruits such as: apples, pears""]","[""Boil gently the entire can(s) Eagle Brand in water, covered, for 3 hours."", ""Contents will caramelize to a golden brown inside. Open."", ""Serve and enjoy.""]","[""condensed milk"", ""apples""]"
Slush,"[""3 pkg. Kool-Aid (any flavor)"", ""1 large can pineapple juice"", ""2 1/2 c. sugar (sweeten to taste)"", ""1 box Jell-O (same flavor as Kool-Aid or complimentary)""]","[""Mix Kool-Aid and pineapple juice together."", ""Sweeten by putting sugar in, then pour in one gallon jug."", ""Fill rest of jug with water."", ""Stir in Jell-O."", ""Put in freezer and freeze until slushy consistency."", ""Stir or shake often.""]","[""pineapple juice"", ""sugar""]"
Fruit Compote,"[""1 pkg. dried apricots"", ""1 pkg. pitted prunes"", ""1 (1 lb.) can pineapple chunks and juice"", ""1 can mandarin oranges, drained""]","[""Mix all ingredients in baking dish and cover with 1 can of Comstock cherry pie filling."", ""Add 1 cup sherry wine."", ""Bake 1 hour at 350\u00b0."", ""May be made ahead and reheated.""]","[""apricots"", ""prunes"", ""pineapple"", ""mandarin oranges""]"
Suzy-Q Cake,"[""1 dark chocolate cake mix""]","[""Bake according to package directions in 8 inch cake pans. Let cool on racks. Split both layers so that there are 4 halves. Assemble with Suzy-Q filling in between each layer and top of cake.""]","[""chocolate cake""]"
Fruit Smoothie,"[""1 c. orange juice"", ""1 banana"", ""1 ripe pear or 1/2 c. strawberries""]","[""Blend in blender for 30 seconds on high."", ""Serve in tall glass.""]","[""orange juice"", ""banana"", ""pear""]"
Peanutty Breakfast Mugs,"[""2 c. milk"", ""1/4 c. creamy peanut butter"", ""4 marshmallows"", ""1 Tbsp. honey""]","[""In blender, combine milk, peanut butter and honey."", ""Blend until smooth, about 30 seconds."", ""Pour into 4 cup glass measure; cook at High 4 minutes just until bubbly."", ""Pour into 4 heatproof mugs."", ""Top with a marshmallow puff."", ""Makes 4 servings.""]","[""milk"", ""peanut butter"", ""marshmallows"", ""honey""]"
Cranberry Relish,"[""4 c. fresh whole cranberries"", ""1 whole orange (without seeds)"", ""2 c. sugar""]","[""Grind cranberries and orange in a food processor."", ""Pour into a bowl and stir."", ""Mix in sugar."", ""Place in a covered container and refrigerate."", ""Allow to ripen for 2 days before serving."", ""Serve relish with meat or fowl.""]","[""cranberries"", ""orange"", ""sugar""]"
Refrigerated Coconut Cake,"[""white cake mix (deluxe)"", ""Eagle Brand milk"", ""8 oz. Cool Whip"", ""3 oz. can coconut""]","[""Bake cake as directed. While it's hot, stick with fork (or drinking straw) and pour Eagle Brand milk over cake. Let cool completely. Ice cake with Cool Whip, then sprinkle with coconut. Refrigerate.""]","[""white cake"", ""milk"", ""coconut""]"
Old Fashion Date Loaf,"[""3 c. sugar"", ""1 c. milk"", ""1 pkg. dates, chopped"", ""2 c. pecans, chopped""]","[""Mix together sugar and milk in saucepan."", ""Cook until a soft ball forms when dropped into a cup of water."", ""Remove from heat. Add dates."", ""Mix until dates are melted into sugar."", ""Add chopped pecans."", ""Mix well."", ""Pour out on a long strip of cold wet cloth. Fold over and over with hands."", ""Chill 1 hour."", ""Cut in slices.""]","[""sugar"", ""milk"", ""dates"", ""pecans""]"
Senior Prom Punch,"[""2 qt. apple juice"", ""2 pt. cranberry juice"", ""2 c. orange juice"", ""8 (7 oz.) bottles 7-Up""]","[""Chill fruit juices and 7-Up thoroughly."", ""Combine chilled juice in a large punch bowl."", ""Slowly pour in chilled 7-Up."", ""Serve in punch cups or in hollow stemmed glasses."", ""Makes about 40 servings.""]","[""apple juice"", ""cranberry juice"", ""orange juice""]"
Five Cup Salad,"[""1 c. pecans"", ""1 can Eagle Brand milk"", ""1 can pineapple chunks"", ""1 carton Cool Whip"", ""1 can cherry or strawberry pie filling""]","[""Mix all ingredients and put in freezer until congealed.""]","[""pecans"", ""milk"", ""pineapple"", ""cherry""]"
Trail Mix,"[""1 large jar dry roasted peanuts"", ""1 box raisins"", ""2 lb. bag M&M's""]","[""Combine all ingredients and seal in Ziploc bag."", ""Great for a snack.""]","[""peanuts"", ""raisins""]"
Punch,"[""1 tub lemonade Crystal Light"", ""1 (48 oz.) can pineapple juice""]","[""Pour Crystal Light and pineapple juice into 1 gallon container."", ""Fill container with water."", ""Chill.""]","[""pineapple juice""]"
Salted Nut Roll Bars,"[""1 pkg. peanut butter chips"", ""1 can sweetened condensed milk"", ""2 1/2 c. miniature marshmallows"", ""1 lb. dry roasted peanuts""]","[""Melt chips and milk in microwave for 2 minutes."", ""Add marshmallows and stir."", ""Line 9 x 13-inch pan with 1/2 of the peanuts."", ""Pour mixture over peanuts."", ""Spread!"", ""Top with remaining peanuts and press into mixture."", ""Cool and cut in squares.""]","[""peanut butter"", ""condensed milk"", ""marshmallows"", ""peanuts""]"
Hershey Pie,"[""3/4 lb. Hershey chocolate bar with almonds (1 1/2 large bars or 6 small bars) *"", ""12 oz. Cool Whip (room temperature)"", ""2 baked pie shells""]","[""*You can use plain chocolate bars.""]","[""chocolate""]"
Eclair Cake,"[""1 box graham crackers"", ""2 pkg. (3 1/2 oz.) instant French vanilla pudding"", ""3 c. milk"", ""1 (12 oz.) carton Cool Whip""]","[""Mix pudding, milk and Cool Whip by hand."", ""Cover bottom of 9 x 12-inch baking dish with whole graham crackers."", ""Put 1/2 of pudding mixture over crackers."", ""Top with whole graham crackers, then rest of pudding mixture, then crackers."", ""Top with frosting. Refrigerate overnight before serving.""]","[""graham crackers"", ""milk""]"
Fancy Cheez-Its,"[""Cheez-it crackers"", ""peanut butter"", ""white chocolate""]","[""Put a dab of peanut butter between two crackers. Melt white chocolate in a double boiler. Dip cracker in chocolate and let cool on wax paper. (Will freeze.)""]","[""crackers"", ""peanut butter"", ""white chocolate""]"
Punch,"[""1 1/2 pkg. strawberry Kool-Aid"", ""1 large can unsweetened pineapple juice"", ""1 1/2 c. sugar""]","[""Mix in gallon container."", ""Fill with water."", ""May make up other half package Kool-Aid."", ""Freeze in ice tray and add to punch.""]","[""strawberry"", ""pineapple juice"", ""sugar""]"
Peanut Butter Fudge,"[""2 c. sugar"", ""1 c. milk"", ""1 c. peanut butter""]","[""Use a large heavy pan."", ""Mix milk and sugar in a pan, heat to boiling, add peanut butter."", ""Cook on low heat to soft ball stage- 236 to 238 degrees."", ""Remove from heat, stir with wooden spoon until thick."", ""Pour onto a greased pan."", ""Cool, cut into one inch squares.""]","[""sugar"", ""milk"", ""peanut butter""]"
Peanut Butter Fudge,"[""2 c. sugar"", ""1 c. milk"", ""3 or 4 big spoons peanut butter""]","[""In 2 to 4-quart saucepan, mix sugar and milk."", ""Cook on low heat until forms a ball stage."", ""Stir mixture while cooking."", ""To check for ball stage, drop drops from your spoon on a plate and let cool."", ""Use your fingertip to see if it will roll up to ball stage."", ""When ball stage, take off stove."", ""Add 3 to 4 big spoons of peanut butter."", ""It may take more to be thick."", ""Pour out on buttered surface.""]","[""sugar"", ""milk"", ""peanut butter""]"
Pineapple Delight,"[""1/3 c. pineapple juice"", ""2/3 c. 7-Up""]","[""Pour over ice."", ""Refreshing on a hot summer day.""]","[""pineapple juice""]"
Holiday Snack Mix,"[""1 box each of Rice Chex, Wheat Chex, Cheerios and pretzels"", ""1 lb. each of peanuts and mixed nuts""]","[""Dump above ingredients in large pan."", ""Heat in 250\u00b0 oven; stirring often."", ""When cereal mixture is hot (about 1 hour in oven), add seasoning mixture a little at a time."", ""Stirring well. Heat for 2 hours in 250\u00b0 oven."", ""Stir often."", ""Let cool in oven.""]","[""Rice"", ""peanuts""]"
Date With A Ritz,"[""1 box Ritz crackers (3 stacks)"", ""1 c. chopped pecans"", ""1 c. dates, chopped"", ""1 can Eagle Brand milk""]","[""Mix together pecans, dates and milk."", ""Cook over medium fire until thick, approximately 4 minutes."", ""Stir constantly (be careful; it will stick)."", ""Put small amount on a Ritz cracker. Bake in oven at 350\u00b0 for 6 minutes."", ""Drizzle glaze of powdered sugar and water, mixed, over each cracker.""]","[""crackers"", ""pecans"", ""dates"", ""milk""]"
Russian Tea,"[""1 (16 oz.) jar ice tea mix"", ""1 (6 oz.) jar Tang"", ""2 Tbsp. ginger""]","[""This is to be used as hot toddy.""]","[""ginger""]"
Grape Drink(To Can)  ,"[""1 c. grapes"", ""1/4 c. to 1/2 c. sugar""]","[""A delicious bright red grape drink can be canned when the Concord grapes are ripe.""]","[""grapes"", ""sugar""]"
Hot Tea Mix,"[""1 1/4 c. sugar"", ""1 c. Instant tea"", ""2 packages kool-aid (orange, cranberry, or raspberry)""]","[""Mix all ingredients together.""]","[""sugar"", ""orange""]"
Carrots In Orange Juice,"[""1 lb. carrots"", ""orange juice""]","[""Grate on fine grater one pound of carrots."", ""Sprinkle with 2 to 4 teaspoons of sugar."", ""Add orange juice as needed to moisten. Some carrots need more orange juice than others and more or less sugar added to taste.""]","[""carrots"", ""orange juice""]"
Date Roll,"[""1 1/2 c. sugar"", ""1/2 c. milk (evaporated)"", ""1/4 lb. pitted dates"", ""1/4 lb. pecans""]","[""Place sugar and milk in a saucepan."", ""Stir over low heat until sugar is dissolved."", ""Increase heat and boil to a soft ball."", ""Stir in cut up dates and cook for 2 to 3 minutes longer."", ""Remove from heat and beat until thick; add nuts and roll in foil.""]","[""sugar"", ""milk"", ""dates"", ""pecans""]"
Cranberry Relish,"[""2 small bags fresh cranberries"", ""4 whole oranges (without seeds and membranes; leave peeling on)"", ""2 apples, cored (leave peeling on)"", ""3 c. sugar or more to taste"", ""1 c. pecans, chopped (can use walnuts or almonds)""]","[""In a Cuisinart or food processor, combine cranberries, oranges, apples and pecans. After finely chopped in food processor, add sugar and mix well. Leave in the refrigerator for flavors to emulsify overnight.""]","[""cranberries"", ""oranges"", ""apples"", ""sugar"", ""pecans""]"
Perfect Yogurt(Makes 2 Quarts)  ,"[""2 qt. milk"", ""2 Tbsp. yogurt""]","[""Heat the milk to 176\u00b0."", ""Cover; turn off heat."", ""Wait 10 minutes."", ""Turn heat on for 45 seconds."", ""Turn heat off; wait 10 minutes."", ""Turn into a heavy casserole dish, a crock-pot or Dutch oven."", ""Cool milk to between 105\u00b0 and 115\u00b0."", ""Stir in the yogurt from the store."", ""It must be the kind with live cultures."", ""Cover the pot; wrap in 2 bath towels."", ""Keep at 90\u00b0 for 3 to 6 hours. Remove towels."", ""Put yogurt in fridge overnight to set.""]","[""milk"", ""yogurt""]"
Cranberry Relish,"[""1 lb. cranberries"", ""1 orange"", ""3 to 4 apples""]","[""Wash and prepare rind and all."", ""Do not peel."", ""Grind all ingredients."", ""Sweeten to taste."", ""Good with holiday meals.""]","[""cranberries"", ""orange"", ""apples""]"
Fruit Punch,"[""3 pkg. unsweetened Kool-Aid mix"", ""2 c. sugar"", ""1 can pineapple juice"", ""1 can unsweetened orange juice""]","[""Mix ingredients together."", ""Add water to equal one gallon and chill."", ""Easy to make and tastes great.""]","[""sugar"", ""pineapple juice"", ""orange juice""]"
Fruit Dip,"[""1 small box French vanilla pudding"", ""1 c. milk"", ""1 medium size container Cool Whip"", ""1 Tbsp. Amaretto""]","[""Mix pudding and milk together until thick."", ""Add Cool Whip and Amaretto."", ""Serve with favorite fruits."", ""Bananas are great!""]","[""milk""]"
Triple Dream Shake,"[""1/2 c. orange, cranberry or pineapple juice"", ""2 or 3 ice cubes"", ""1/2 medium banana, chopped"", ""1 Tbsp. dry milk powder""]","[""In blender, combine banana, juice, ice and milk."", ""Cover and blend well."", ""Serve frothy and cold.""]","[""orange"", ""banana"", ""milk""]"
Dump Salad,"[""24 oz. cottage cheese"", ""1 pkg. Kool-Aid (any flavor)"", ""12 oz. Cool Whip"", ""1 c. pecans""]","[""Mix cottage cheese, Kool-Aid and nuts together."", ""Stir well. Add Cool Whip and mix together."", ""Chill before serving.""]","[""cottage cheese"", ""pecans""]"
Cranberry Sauce,"[""1 lb. cranberries"", ""2 c. sugar"", ""1/2 c. orange juice""]","[""Wash cranberries and place in a 3-quart glass casserole."", ""Add sugar and orange juice."", ""Microwave on High 8 to 10 minutes or until mixture boils and berries pop."", ""Let stand, covered, 10 to 15 minutes."", ""Serve warm or cold.""]","[""cranberries"", ""sugar"", ""orange juice""]"
Putting On The Ritz,"[""1 1/2 pkg. Ritz crackers"", ""1 can condensed milk"", ""1 (8 oz.) pkg. chopped dates"", ""1/2 c. chopped pecans""]","[""Cook milk and dates in double boiler until thick."", ""Add pecans and stir."", ""Put on salty side of crackers."", ""Bake at 350\u00b0 for 10 minutes."", ""Cool and add icing.""]","[""crackers"", ""condensed milk"", ""dates"", ""pecans""]"
Ho Ho Cake,"[""1 chocolate or devil's food cake mix""]","[""Prepare according to directions; bake in two layer pans."", ""Cool and split layers, making 4.""]","[""chocolate""]"
Jello Jumble,"[""2 c. cottage cheese"", ""3 c. Cool Whip"", ""1 c. well drained crushed pineapple""]","[""Mix well. Sprinkle 1 large box Jell-O (\""any flavor\"") over mixture, dry. Mix well. Cover. Let stand about 3 hours before serving.""]","[""cottage cheese"", ""pineapple""]"
Frozen Salad,"[""1 can strawberry, cherry or blueberry pie filling"", ""1 can crushed pineapple, well drained"", ""1 can sweetened condensed milk"", ""1 medium container Cool Whip"", ""chopped pecans (optional)""]","[""Mix all ingredients together in large bowl, except pecans. Sprinkle with nuts when done."", ""Place in long cake pan (or several bowls for individual servings)."", ""Freeze overnight."", ""Take out of freezer 1 to 2 hours before serving."", ""Keeps good in freezer if you want to keep it on hand.""]","[""strawberry"", ""pineapple"", ""condensed milk"", ""pecans""]"
Peanut Butter Fudge,"[""3 c. sugar"", ""3/4 c. can milk"", ""peanut butter"", ""marshmallows""]","[""Mix first 2 ingredients."", ""Bring to a boil."", ""Continue to boil 5 to 7 minutes after it starts."", ""Remove from heat, add peanut butter and marshmallows."", ""Beat until creamy or starts to get hard."", ""Pour into buttered pan."", ""Let cool."", ""Cut into squares.""]","[""sugar"", ""milk"", ""peanut butter"", ""marshmallows""]"
